차라 ,78 ,154
다파 ,97 ,191
사하 ,77 ,147
타차 ,66 ,183
사바 ,84 ,165
마파 ,54 ,170
하타 ,40 ,184
아바 ,97 ,178
아바 ,73 ,163
차파 ,78 ,148
가자 ,68 ,193
타마 ,57 ,145
마타 ,63 ,169
하다 ,64 ,141
자카 ,60 ,162
타차 ,46 ,153
하마 ,76 ,143
다하 ,72 ,197
나사 ,56 ,144
라카 ,52 ,141
나라 ,66 ,182
바가 ,70 ,147
하카 ,72 ,156
파마 ,41 ,170
바아 ,71 ,183
파자 ,95 ,194
하마 ,87 ,192
차차 ,75 ,160
하파 ,97 ,182
차카 ,61 ,176
마라 ,71 ,196
하타 ,60 ,151
자타 ,63 ,156
다나 ,57 ,179
다사 ,81 ,140
라바 ,85 ,166
가아 ,94 ,149
사나 ,72 ,165
파라 ,50 ,199
가라 ,78 ,189
자카 ,92 ,162
차파 ,90 ,152
파라 ,41 ,147
자파 ,55 ,179
하카 ,80 ,172
가라 ,99 ,156
카나 ,59 ,184
카사 ,60 ,141
파파 ,66 ,157
차바 ,88 ,147
바하 ,97 ,174
가카 ,49 ,181
파자 ,85 ,146
파라 ,96 ,182
타라 ,67 ,161
마마 ,65 ,165
가카 ,67 ,154
파자 ,87 ,150
파다 ,57 ,178
차마 ,43 ,168
타하 ,93 ,165
자하 ,99 ,170
라가 ,60 ,185
카자 ,62 ,183
사다 ,90 ,149
아차 ,86 ,198
나가 ,87 ,167
다마 ,97 ,154
타나 ,91 ,150
파다 ,42 ,163
마파 ,52 ,194
나파 ,69 ,157
아가 ,98 ,140
차차 ,64 ,175
나타 ,55 ,166
자가 ,63 ,188
타나 ,80 ,191
카바 ,86 ,143
카하 ,93 ,183
하다 ,60 ,199
나다 ,65 ,164
아사 ,53 ,149
하라 ,90 ,165
카자 ,90 ,190
다마 ,71 ,166
카라 ,70 ,198
차사 ,76 ,191
파아 ,64 ,172
사카 ,60 ,157
사다 ,62 ,171
나카 ,40 ,180
하라 ,96 ,166
라차 ,51 ,178
가가 ,85 ,140
자차 ,91 ,181
다아 ,54 ,189
바나 ,47 ,174
바아 ,53 ,151
자카 ,97 ,197
파다 ,52 ,177
바바 ,94 ,173
다차 ,70 ,194
하나 ,76 ,145
라카 ,79 ,155
카아 ,73 ,145
바바 ,82 ,182
바타 ,58 ,193
자다 ,72 ,161
카하 ,98 ,180
아가 ,72 ,175
자라 ,44 ,166
자가 ,56 ,148
카하 ,83 ,163
자가 ,58 ,199
라아 ,51 ,150
다아 ,54 ,191
라나 ,40 ,143
마라 ,45 ,163
하가 ,53 ,189
자다 ,58 ,149
사파 ,65 ,178
파다 ,79 ,192
다나 ,92 ,188
나아 ,54 ,165
하마 ,50 ,178
마라 ,99 ,195
마바 ,61 ,175
카하 ,86 ,169
자사 ,77 ,141
자마 ,65 ,140
카자 ,44 ,191
자타 ,65 ,181
사마 ,50 ,182
다가 ,40 ,147
타차 ,49 ,176
다카 ,80 ,149
나차 ,65 ,168
가차 ,52 ,177
하하 ,74 ,144
자가 ,58 ,190
다다 ,47 ,149
아가 ,99 ,143
하파 ,69 ,194
파사 ,65 ,159
다바 ,50 ,193
카라 ,59 ,196
아나 ,40 ,150
바사 ,74 ,175
파마 ,88 ,167
바아 ,70 ,146
마아 ,77 ,158
나하 ,82 ,161
타사 ,75 ,153
바아 ,98 ,180
아파 ,46 ,198
타바 ,76 ,199
카가 ,79 ,152
차나 ,76 ,198
하아 ,80 ,199
차아 ,54 ,192
라사 ,77 ,190
라하 ,77 ,151
나마 ,56 ,198
카하 ,66 ,149
아라 ,66 ,190
차바 ,83 ,160
가자 ,97 ,167
자카 ,81 ,178
하가 ,94 ,188
라마 ,72 ,153
카카 ,54 ,179
하카 ,46 ,180
마마 ,75 ,169
아하 ,43 ,174
차바 ,43 ,195
아자 ,70 ,151
사아 ,84 ,162
파하 ,41 ,150
파마 ,65 ,148
자바 ,57 ,182
마파 ,76 ,142
하라 ,85 ,175
카가 ,56 ,149
마차 ,92 ,178
가아 ,95 ,154
자파 ,62 ,156
사가 ,48 ,171
마파 ,92 ,167
카가 ,81 ,181
가차 ,87 ,169
아카 ,86 ,196
자차 ,88 ,195
타차 ,79 ,172
가카 ,61 ,148
다차 ,46 ,187
바아 ,60 ,194
마자 ,58 ,176
바자 ,86 ,196
라가 ,63 ,158
하다 ,44 ,156
바마 ,94 ,193
자다 ,92 ,144
사가 ,70 ,163
사가 ,97 ,145
사나 ,84 ,177
마카 ,80 ,193
자사 ,83 ,146
자마 ,71 ,180
마타 ,43 ,187
라다 ,62 ,193
가타 ,63 ,184
다다 ,84 ,168
카사 ,61 ,160
아마 ,80 ,152
파마 ,40 ,144
하자 ,45 ,142
아자 ,78 ,184
사바 ,40 ,196
나아 ,60 ,148
아타 ,57 ,198
차마 ,93 ,182
마하 ,92 ,172
다카 ,69 ,196
다나 ,41 ,146
나가 ,85 ,171
아가 ,62 ,183
자바 ,68 ,188
카파 ,43 ,142
하타 ,82 ,180
파차 ,88 ,196
타바 ,66 ,164
나마 ,64 ,187
카파 ,81 ,176
파사 ,80 ,185
아다 ,61 ,152
차나 ,40 ,199
카카 ,71 ,169
파하 ,84 ,171
자다 ,45 ,177
하다 ,40 ,180
나라 ,96 ,182
바자 ,78 ,164
하하 ,51 ,173
카다 ,80 ,141
파나 ,74 ,156
차마 ,81 ,140
다다 ,64 ,197
타타 ,41 ,151
카하 ,78 ,156
마파 ,58 ,160
타마 ,80 ,182
마마 ,83 ,166
타라 ,93 ,143
마다 ,95 ,156
카가 ,64 ,197
파차 ,51 ,158
하하 ,82 ,167
라자 ,59 ,149
나카 ,80 ,147
마사 ,63 ,188
파마 ,47 ,159
카타 ,97 ,168
파사 ,43 ,156
라카 ,79 ,141
차차 ,82 ,177
가파 ,62 ,153
파다 ,94 ,171
타바 ,60 ,189
카다 ,58 ,148
아파 ,43 ,174
하자 ,48 ,171
자라 ,86 ,160
다마 ,77 ,172
자다 ,89 ,195
다카 ,41 ,140
타다 ,49 ,172
타사 ,83 ,145
라라 ,51 ,161
가파 ,57 ,175
차마 ,97 ,188
카가 ,85 ,199
라바 ,59 ,143
하자 ,91 ,173
사사 ,98 ,144
자카 ,65 ,172
사카 ,84 ,163
사다 ,59 ,169
가마 ,83 ,173
가마 ,81 ,190
아라 ,89 ,182
나파 ,70 ,183
자가 ,94 ,158
다다 ,89 ,179
자다 ,42 ,185
카바 ,86 ,195
파가 ,70 ,179
하자 ,75 ,169
카하 ,76 ,151
자아 ,96 ,169
가마 ,76 ,159
다나 ,53 ,193
마파 ,64 ,178
나가 ,62 ,187
아바 ,75 ,199
차타 ,54 ,151
차타 ,41 ,169
하가 ,83 ,175
다카 ,43 ,159
하바 ,86 ,154
나파 ,79 ,174
아타 ,83 ,152
하마 ,61 ,159
하파 ,55 ,166
자자 ,44 ,169
카차 ,77 ,185
바바 ,85 ,181
차다 ,42 ,196
바파 ,96 ,199
바가 ,63 ,192
차자 ,40 ,166
바가 ,87 ,180
하자 ,74 ,176
가마 ,83 ,159
가바 ,46 ,142
나나 ,88 ,179
하자 ,69 ,173
사사 ,48 ,187
가마 ,98 ,149
카마 ,61 ,145
바가 ,53 ,166
다라 ,47 ,161
마파 ,90 ,196
하가 ,86 ,161
차나 ,90 ,166
나아 ,46 ,154
나파 ,40 ,142
다아 ,93 ,182
자차 ,41 ,194
라하 ,54 ,194
하차 ,94 ,147
카사 ,94 ,146
사파 ,72 ,146
다타 ,55 ,153
바카 ,79 ,185
하차 ,70 ,156
나마 ,51 ,152
라아 ,72 ,177
하다 ,56 ,171
파다 ,51 ,197
마사 ,65 ,171
자타 ,54 ,172
아마 ,77 ,175
다파 ,62 ,176
다사 ,96 ,170
아바 ,42 ,175
바타 ,48 ,192
자하 ,98 ,155
카하 ,63 ,199
타하 ,45 ,186
타하 ,89 ,192
라다 ,58 ,148
바가 ,84 ,193
아아 ,61 ,178
자사 ,52 ,175
하아 ,42 ,188
나다 ,67 ,154
파나 ,88 ,178
타라 ,40 ,156
차타 ,43 ,193
카라 ,70 ,186
바자 ,59 ,186
카가 ,76 ,153
나바 ,74 ,175
자가 ,60 ,193
파파 ,75 ,168
라카 ,76 ,142
가가 ,65 ,140
차카 ,48 ,185
바파 ,94 ,167
하다 ,56 ,181
카나 ,40 ,161
라나 ,78 ,173
바다 ,54 ,196
바나 ,40 ,157
아다 ,95 ,185
파차 ,77 ,176
나하 ,89 ,151
라하 ,85 ,189
바파 ,43 ,147
사아 ,84 ,146
차사 ,69 ,172
다자 ,59 ,195
자바 ,88 ,189
라마 ,64 ,195
가타 ,42 ,171
타사 ,78 ,191
자나 ,70 ,149
사차 ,74 ,144
아파 ,62 ,144
바타 ,53 ,159
자라 ,50 ,155
자카 ,75 ,186
다마 ,42 ,153
차자 ,89 ,145
차하 ,47 ,148
다바 ,80 ,157
타아 ,54 ,169
파다 ,42 ,190
다하 ,81 ,169
아라 ,83 ,190
아하 ,54 ,178
카파 ,48 ,172
타파 ,72 ,156
마라 ,72 ,142
바자 ,93 ,166
마자 ,74 ,192
타나 ,48 ,174
아가 ,55 ,182
차차 ,44 ,183
카다 ,77 ,149
라파 ,45 ,183
하가 ,59 ,149
차하 ,51 ,166
차하 ,44 ,169
차아 ,52 ,144
다다 ,67 ,199
파가 ,93 ,167
타나 ,61 ,184
라타 ,80 ,143
아타 ,89 ,148
사차 ,53 ,154
다라 ,69 ,158
나하 ,44 ,168
다가 ,80 ,161
사아 ,83 ,141
나카 ,53 ,169
마마 ,80 ,184
타라 ,98 ,176
파파 ,75 ,173
카사 ,46 ,150
다다 ,56 ,146
차파 ,96 ,158
자사 ,88 ,169
라파 ,75 ,178
파자 ,47 ,164
파파 ,85 ,162
마타 ,40 ,196
타다 ,97 ,189
카카 ,99 ,164
아차 ,86 ,196
나마 ,53 ,147
바타 ,66 ,150
아아 ,73 ,140
다라 ,55 ,183
자사 ,48 ,164
카나 ,45 ,186
마가 ,64 ,161
나나 ,45 ,190
마다 ,62 ,193
나나 ,58 ,185
라자 ,98 ,176
파사 ,67 ,146
카마 ,48 ,153
다자 ,86 ,196
타아 ,43 ,143
사나 ,41 ,185
파나 ,57 ,173
아타 ,58 ,160
라차 ,81 ,178
파다 ,69 ,183
카타 ,69 ,170
가자 ,67 ,145
사하 ,47 ,142
타파 ,92 ,186
타타 ,66 ,173
바파 ,67 ,193
타라 ,85 ,189
카하 ,61 ,196
차다 ,71 ,160
파가 ,65 ,179
카차 ,55 ,158
파자 ,86 ,163
라아 ,90 ,154
타가 ,66 ,196
바다 ,52 ,163
자라 ,44 ,155
차자 ,55 ,194
하마 ,88 ,154
라아 ,64 ,172
자하 ,66 ,157
파카 ,56 ,150
바타 ,65 ,191
가다 ,58 ,182
파아 ,54 ,142
하자 ,77 ,189
하나 ,50 ,142
파차 ,77 ,166
타다 ,52 ,199
사다 ,75 ,182
마자 ,76 ,150
사카 ,40 ,141
하자 ,88 ,159
사차 ,93 ,180
자타 ,74 ,182
바아 ,65 ,198
나마 ,59 ,189
나자 ,70 ,144
타가 ,65 ,153
라파 ,96 ,179
파아 ,90 ,172
카하 ,46 ,186
파나 ,88 ,142
나타 ,66 ,152
사다 ,52 ,180
파가 ,83 ,140
바가 ,58 ,156
하하 ,99 ,165
바아 ,78 ,187
자파 ,70 ,184
사타 ,99 ,196
마다 ,53 ,145
파사 ,87 ,165
하하 ,63 ,159
아사 ,81 ,161
가파 ,54 ,187
라타 ,73 ,171
파파 ,67 ,174
사하 ,78 ,158
다차 ,58 ,153
다파 ,40 ,197
다바 ,56 ,147
라카 ,96 ,141
마타 ,50 ,181
카마 ,94 ,199
차파 ,57 ,156
사아 ,68 ,161
마다 ,74 ,149
가파 ,52 ,143
타나 ,49 ,184
사하 ,74 ,178
바마 ,97 ,194
바나 ,81 ,187
파카 ,63 ,179
파가 ,59 ,177
타마 ,67 ,172
마라 ,44 ,150
마바 ,52 ,162
타바 ,58 ,143
카사 ,46 ,194
자다 ,83 ,162
라타 ,41 ,165
아가 ,64 ,160
마차 ,47 ,171
다아 ,47 ,154
라바 ,58 ,156
자하 ,59 ,164
라라 ,92 ,169
나하 ,54 ,179
차아 ,81 ,155
자나 ,81 ,188
사마 ,46 ,166
마바 ,70 ,196
마아 ,64 ,152
차나 ,83 ,197
나다 ,71 ,197
라타 ,65 ,182
파라 ,68 ,171
라마 ,68 ,187
다파 ,77 ,183
차다 ,64 ,178
타사 ,54 ,156
타바 ,86 ,155
카마 ,78 ,140
하자 ,55 ,183
가다 ,54 ,162
바마 ,52 ,149
다마 ,71 ,166
하라 ,77 ,191
카바 ,57 ,185
사아 ,81 ,172
가자 ,41 ,176
나타 ,81 ,198
자나 ,79 ,197
나아 ,60 ,164
가카 ,65 ,144
바바 ,88 ,149
마타 ,92 ,174
자파 ,94 ,174
가사 ,89 ,186
아차 ,77 ,194
파카 ,94 ,188
하파 ,42 ,151
아바 ,46 ,190
하바 ,54 ,184
카다 ,95 ,188
마하 ,40 ,156
사라 ,50 ,171
가타 ,84 ,142
타가 ,44 ,181
자카 ,82 ,152
파다 ,83 ,149
라사 ,94 ,177
바차 ,95 ,189
마아 ,51 ,150
카타 ,74 ,183
다차 ,50 ,177
다사 ,61 ,149
파카 ,45 ,185
나라 ,50 ,153
마하 ,79 ,177
마차 ,62 ,197
가라 ,85 ,182
나라 ,46 ,179
차라 ,54 ,155
카아 ,68 ,177
차타 ,57 ,177
아파 ,47 ,197
마나 ,64 ,194
바사 ,58 ,159
파바 ,53 ,195
차하 ,72 ,193
자카 ,65 ,170
아타 ,45 ,144
자아 ,72 ,164
가파 ,94 ,159
마가 ,96 ,154
카나 ,45 ,183
파차 ,95 ,149
다타 ,62 ,199
사파 ,81 ,181
나마 ,88 ,174
바라 ,88 ,197
자아 ,53 ,173
타바 ,57 ,176
자라 ,51 ,161
라카 ,71 ,151
마라 ,89 ,180
타다 ,99 ,140
타차 ,42 ,179
나하 ,54 ,154
타나 ,46 ,175
파아 ,49 ,195
바라 ,78 ,170
사나 ,80 ,161
사나 ,51 ,192
차마 ,75 ,197
마하 ,85 ,196
마파 ,45 ,173
카아 ,87 ,180
다가 ,67 ,154
파라 ,72 ,153
아가 ,68 ,152
아하 ,52 ,198
파라 ,50 ,161
라자 ,78 ,174
차바 ,56 ,198
바하 ,46 ,149
카아 ,48 ,199
아카 ,75 ,197
차마 ,79 ,189
다사 ,95 ,158
카다 ,79 ,172
바다 ,48 ,177
마차 ,88 ,148
나다 ,51 ,144
자사 ,54 ,180
가자 ,98 ,195
라파 ,40 ,153
타나 ,44 ,161
아사 ,60 ,192
아하 ,94 ,168
파카 ,59 ,159
파마 ,52 ,193
아아 ,64 ,148
가나 ,74 ,177
카하 ,56 ,170
아카 ,90 ,183
라카 ,87 ,152
파다 ,63 ,185
마카 ,64 ,144
바하 ,65 ,187
라라 ,69 ,177
나파 ,82 ,191
타카 ,83 ,160
다카 ,45 ,188
카바 ,90 ,144
차하 ,74 ,147
자타 ,84 ,150
하나 ,50 ,159
자카 ,52 ,143
마자 ,68 ,147
마가 ,87 ,150
파차 ,69 ,158
가다 ,64 ,140
라차 ,77 ,196
아타 ,58 ,164
아바 ,46 ,177
아카 ,59 ,187
나하 ,67 ,176
라다 ,50 ,172
차라 ,54 ,190
바사 ,87 ,168
바바 ,60 ,171
타바 ,91 ,182
라사 ,55 ,146
카차 ,71 ,175
가파 ,83 ,156
카타 ,85 ,195
하나 ,97 ,177
카파 ,61 ,152
하바 ,81 ,165
사가 ,48 ,159
아나 ,86 ,166
마카 ,69 ,154
사나 ,80 ,180
타차 ,41 ,164
다가 ,85 ,190
마차 ,40 ,153
바자 ,49 ,173
아마 ,85 ,159
자하 ,87 ,152
마라 ,75 ,175
카카 ,76 ,162
나자 ,96 ,169
바바 ,75 ,147
다다 ,82 ,154
가차 ,56 ,168
파차 ,66 ,171
사아 ,42 ,157
가가 ,74 ,187
사사 ,81 ,149
마파 ,56 ,153
자나 ,41 ,145
파타 ,72 ,170
파라 ,90 ,143
가자 ,46 ,160
하마 ,57 ,198
가나 ,65 ,153
나마 ,96 ,162
차파 ,60 ,148
다아 ,89 ,176
하타 ,70 ,140
바파 ,79 ,154
나차 ,52 ,163
다마 ,90 ,140
가사 ,74 ,175
마나 ,63 ,177
타카 ,90 ,143
라가 ,75 ,143
파카 ,67 ,149
하사 ,61 ,172
파마 ,51 ,199
마타 ,86 ,144
나카 ,46 ,181
카가 ,78 ,198
카하 ,98 ,167
타마 ,79 ,170
차카 ,50 ,153
타타 ,90 ,188
아다 ,73 ,160
차타 ,43 ,143
아아 ,53 ,149
타바 ,81 ,199
가가 ,93 ,189
카나 ,78 ,192
파자 ,69 ,159
아라 ,91 ,195
다파 ,64 ,168
자자 ,59 ,160
하라 ,94 ,180
카하 ,83 ,153
하라 ,91 ,148
마아 ,57 ,176
카바 ,81 ,161
다타 ,86 ,195
라나 ,93 ,151
라나 ,80 ,187
마카 ,75 ,171
가가 ,66 ,186
카라 ,94 ,171
카아 ,59 ,175
마가 ,93 ,194
타바 ,82 ,171
파타 ,93 ,160
사나 ,85 ,173
가파 ,70 ,186
아파 ,78 ,191
타마 ,77 ,193
가사 ,75 ,173
나자 ,70 ,167
나파 ,98 ,157
사차 ,59 ,153
자다 ,49 ,197
자자 ,61 ,195
다나 ,57 ,150
나하 ,42 ,154
나사 ,79 ,180
파자 ,64 ,176
라파 ,53 ,153
가바 ,78 ,158
타나 ,96 ,163
아가 ,67 ,179
다아 ,54 ,176
가카 ,68 ,185
다나 ,78 ,148
아하 ,56 ,178
파타 ,93 ,176
라자 ,79 ,176
나카 ,67 ,162
사라 ,51 ,170
차자 ,40 ,190
파다 ,49 ,184
파차 ,96 ,158
카타 ,98 ,143
타마 ,84 ,180
하바 ,77 ,142
차라 ,53 ,187
바라 ,90 ,193
사아 ,47 ,149
바가 ,53 ,174
마자 ,89 ,166
라가 ,52 ,187
사아 ,95 ,161
마가 ,59 ,172
마라 ,95 ,157
다사 ,82 ,190
파파 ,65 ,169
카자 ,70 ,180
라나 ,67 ,177
아파 ,98 ,162
바자 ,77 ,146
파하 ,88 ,168
파차 ,82 ,141
마바 ,87 ,162
마하 ,51 ,189
바카 ,66 ,169
바나 ,83 ,156
바파 ,81 ,174
카다 ,70 ,179
하마 ,58 ,161
바파 ,74 ,186
카나 ,51 ,175
라마 ,75 ,163
마타 ,52 ,148
나차 ,75 ,198
나바 ,97 ,184
라라 ,60 ,180
나차 ,49 ,177
카하 ,82 ,188
아마 ,62 ,175
나바 ,89 ,175
타파 ,63 ,164
바다 ,91 ,175
파차 ,77 ,153
파마 ,49 ,164
바바 ,99 ,181
차아 ,82 ,160
마아 ,92 ,189
다자 ,50 ,183
가다 ,86 ,155
아카 ,73 ,145
나차 ,54 ,198
차가 ,70 ,153
라가 ,63 ,144
사사 ,79 ,188
타자 ,53 ,195
다가 ,58 ,183
차다 ,73 ,198
하아 ,58 ,160
다아 ,91 ,142
마차 ,79 ,194
나아 ,79 ,181
라파 ,56 ,183
나바 ,45 ,189
차타 ,95 ,160
하다 ,59 ,190
파카 ,76 ,170
파파 ,77 ,144
아사 ,64 ,175
바나 ,42 ,183
차다 ,85 ,149
하하 ,81 ,143
카바 ,81 ,149
가다 ,79 ,158
파바 ,48 ,170
가아 ,57 ,178
카파 ,84 ,158
바하 ,55 ,198
바차 ,71 ,146
차나 ,77 ,174
바타 ,60 ,198
사나 ,97 ,156
파나 ,41 ,166
카마 ,68 ,152
하타 ,68 ,172
다가 ,77 ,146
차다 ,69 ,155
사카 ,92 ,173
자차 ,94 ,141
라차 ,96 ,160
하사 ,45 ,168
사다 ,87 ,175
다카 ,94 ,173
타차 ,92 ,157
차자 ,98 ,182
사바 ,52 ,197
